M;P;T;alfa;U;c_D;c_L;c_M;V
0.0885070485682531;0.7147888998970527;0.1982617683087167;0.1342560933192667;32.79743773773357;0.9349802408067592;-0.3298054844663806;-0.0172829040938389;0.1358291374683018
0.0580080535700764;0.8173538555504639;0.184886634144286;-0.2609033680622706;154.08643635157676;0.4400078542034954;0.6495722676893584;-0.0859803506554919;0.1266658330522504
0.0764073190037393;0.2132292433912924;0.1523396116981581;0.1570893781691228;117.30254887005076;0.4361114130565852;-0.284031360313327;-0.0379858199098905;0.1043678679744081
0.0;0.1979499431238119;0.0902363689061869;0.0343882234031898;211.9834891207832;0.2651372629859899;-0.1254380596821847;0.0030276591582317;0.0618209363376286
0.0436652178127622;0.2953985040023122;0.1094191163743702;-0.1724705603931286;33.867017137147634;0.841528789640323;0.6003685409277102;-0.1143425106351037;0.074963036628081
0.0473615007494779;0.7810042029065664;0.29922719534071;0.151553078396243;46.55360690731503;0.8438249038749539;-0.2852324767068874;0.0166734401380485;0.2050005515279204
0.0477851585001849;0.8688902398941645;0.2825125557440003;0.1304879549420167;119.43056998072694;0.5103483652269771;-0.2309299743632598;-0.0082691232970913;0.1935493519402146
0.0613913101612794;0.7745558527733265;0.0878731161511556;-0.0464573199644014;110.73891291690283;0.3915491691139818;0.2115011050827722;-0.0753865064347745;0.0602018718751567
0.0914949996700699;0.2472177204896908;0.285471359712159;-0.1122696665376546;183.62350785937284;0.4238582890976529;0.1986859603258881;-0.0375884979733668;0.1955764285388001
0.0777798072026806;0.6932959319995196;0.0757641419559037;-0.2538525421101389;106.5146435656716;0.4830812422982838;0.9232312789465288;-0.1479787927574763;0.0519060136539896
0.0895302490223461;0.477838118106379;0.2708955484610666;0.2220589336509979;50.460155053462806;0.8179180717740697;-0.3554361822935137;-0.0055175883345561;0.1855905402506767
0.0;0.3376457148260882;0.1436022579761528;0.2267113981427346;46.37220123490547;0.7445747735069329;-0.60901049945702;0.0614731896966547;0.0983819069394623
0.0724253345709874;0.4128432787138205;0.0933637135237128;0.1346211643619824;38.022906506080986;0.757081872373373;-0.3151593685778063;-0.0383687263991556;0.0639634801350956
0.0868183750354411;0.6422649127092166;0.2825435219981035;-0.0122601694122478;40.50572306949052;0.8732785244489901;0.007158649088016;-0.0513266977338349;0.1935705669209007
0.0413307729892985;0.3914611005789322;0.079850828229668;0.1783480932519336;75.60923165998211;0.5185686637604378;-0.4955180817537591;-0.0058051553887734;0.0547058024201455
0.0151872637096072;0.2239157286089568;0.0527926541004451;-0.1766412276615114;10.835771377157164;1.583993320162779;0.6285491288832259;-0.1582229598944825;0.036168247324215
0.0733139198036159;0.8151941209736305;0.1093103673861737;-0.1391152838718993;6.219499515508672;2.428933504174053;0.5109428484570178;-0.2596146875163377;0.0748885326962676
0.0431215675490548;0.4532622537222686;0.2302513797157718;-0.0569130828103666;81.46067863498232;0.5568121712751453;0.1390995202439074;-0.0380139228593053;0.1577452202432752
0.0678824169502915;0.8330419124597115;0.1040635094491665;0.1923720502344433;61.314739341274674;0.6255888583883248;-0.5478535400890662;-0.0049628853704502;0.0712939103236239
0.0065277948283856;0.7751049373389864;0.2349306596905104;-0.0243462468388204;161.54383302701837;0.3844200962157699;0.0369501778941292;-0.0030856895926128;0.1609509949539687
0.0474467490490373;0.853052354229864;0.1853025575231355;0.0042271446284208;77.88911799209292;0.5362788282429842;-0.042664198379071;-0.0298443085453153;0.1269507821591002
0.002718204771327;0.7299447478780594;0.1991065875694009;-0.1629514485133053;70.71710353908057;0.5992191699825278;0.3822574921534942;-0.0302753307324589;0.1364079231437966
0.0;0.5504974582383703;0.2098499301375943;-0.0004369408927706;140.8183436090275;0.397493456229723;-0.0001801366096145;-0.0002717843689164;0.1437681871372658
0.0485170084489483;0.3755670649598892;0.246217231975835;-0.0530760044139163;75.18672324774903;0.5949773983475751;0.137531330239654;-0.0396240995018113;0.1686834256266445
0.0399324453294119;0.7899922533771323;0.130761516810836;-0.0938665899816898;174.38879920632198;0.3256868210108715;0.3085886616691585;-0.0471779018225126;0.0895847151671037
0.0743658826299092;0.8066225134314824;0.2023440038705895;-0.226284753085693;95.37801584487198;0.5453193720067296;0.5831153031917516;-0.1016595728474605;0.1386258770517409
0.0309808537059224;0.7648269659800823;0.253590738070639;-0.1704395311049743;186.84754465177303;0.3915453923773163;0.2571458156156998;-0.0189230455332452;0.1737350146521947
0.0457791832829721;0.8303158037221491;0.2458341990225693;-0.1195028388075118;100.43159065598448;0.5131106364902558;0.2167836813069487;-0.0373331643334501;0.1684210097503622
0.0;0.5647589713781296;0.1307554475180846;-0.069910253119507;191.04152588603745;0.3035678703049091;0.214848922839123;-0.0045360999608061;0.0895805570946397
0.0452020525805933;0.2507789588130134;0.2799354293481813;-0.0371381567286362;91.56733495693628;0.5564760841135692;0.1014927062058921;-0.0205969459798076;0.191783762646439
0.0330097885111638;0.5161645392963334;0.0559053713907685;0.2001455902552704;114.95544400496972;0.4193936695101296;-0.5964656037998788;0.002740244486219;0.0383007699398155
0.0380380616591663;0.5987045675057797;0.2237954318269444;0.1933075330513866;158.8706242435552;0.4241911436011691;-0.3149325746992348;-0.0165355027742988;0.1533222503446396
0.0374204672556211;0.3263019762826755;0.1783922219610905;0.1585402353335118;53.14267467581681;0.6834068454982564;-0.3511799166200008;0.0026198532879637;0.1222165112655431
0.0;0.8227350073987071;0.195685754593813;0.0291710682566803;110.5335678207879;0.4447739878761529;-0.0709401680095953;0.0026009994466035;0.1340643104722213
0.0221249907695675;0.6240768164534845;0.1090295542139615;-0.0917151141634286;69.87452359978967;0.5243425533904367;0.3162158299957059;-0.043357794715184;0.074696147591985
0.0120362759827615;0.5650712671695938;0.1894223666237591;0.1268178218158251;84.6394761881318;0.5282333902907299;-0.3040202175124066;0.0082285664257392;0.1297732633739374
0.0103817917111921;0.3646779865621425;0.2663941142868449;0.2288670194913319;206.5143020101304;0.4007952515547794;-0.2552789874651811;-0.0073481117047272;0.1825066076979174
0.0466960827654582;0.3772734395037823;0.1700764423943744;0.0628222496199624;95.76339229337584;0.4707423416821311;-0.1201949311697561;-0.0316576408818719;0.1165193706843859
0.0801545935281194;0.5957879925352033;0.1571099879571572;-0.2102154877332037;111.30709075735676;0.4871099388619236;0.6509098898849226;-0.1147084966581212;0.1076360527494484
0.0460731244235218;0.2045929611709749;0.1074588776005075;0.0867819421695368;89.0238226551766;0.4539768461229909;-0.1764752722057874;-0.0281225376531472;0.0736200770441077
0.030096576357391;0.4597199043307692;0.1456046596222978;0.022725062136029;73.22080249668791;0.5235493166279926;-0.0350022959684084;-0.0249609577355047;0.0997537523072362
0.0;0.7147529171277502;0.1221077740369952;-0.1112625010322662;93.49051228049474;0.4570984370488198;0.3419194287702902;-0.0181704257055111;0.0836560359927454
0.0286627469523676;0.8659981924877579;0.108898401992381;0.0163313972871298;16.35991746834441;1.237836664095957;-0.043371281012749;-0.0210770416036452;0.0746062952049802
0.0;0.6615547626397013;0.1540644562867813;0.1177260742050123;73.59269430430658;0.5414699533797023;-0.328589091949264;0.0211759626306496;0.1055495590020739
0.0795264123860051;0.8285288986467639;0.2230513753902588;-0.2091388711141983;160.4687118990244;0.4272424027696027;0.4910179259755918;-0.0854489145724808;0.1528124972798663
0.098734607030743;0.8728088053371489;0.1869077414030153;-0.1495865827435862;72.59622824124982;0.5909300289197554;0.4148197794795284;-0.108294532695698;0.1280504936352058
0.0966354883288904;0.2286873407742224;0.0650855703262972;-0.0426701167690535;33.66416409917736;0.7933861360241443;0.3347431099380477;-0.1387685543483856;0.0445901242305462
0.0712531868637546;0.5880976353070871;0.1103293930917573;-0.0815060740861111;28.90201234553861;0.894113562249267;0.3266517996484126;-0.1140879153048266;0.0755866672071629
0.0589303506280511;0.1891344070935258;0.2044798136678132;0.1401385058438911;184.1622711491056;0.3559331744933699;-0.2128286246929973;-0.0273615527469498;0.1400891203438188
0.0485731171785011;0.2540536940161206;0.2198027061050174;0.2526180863700634;70.87036131870205;0.646534110096949;-0.4378520616507762;0.0075912199561718;0.1505868339525474
0.0158832000700051;0.3663647540179112;0.1361768586629602;-0.2116681397829446;77.86989529106842;0.5572430220887769;0.600776916627714;-0.056408435591468;0.093294765869994
0.0585129106646293;0.4426511201749656;0.250122555329182;-0.0408065424200976;115.262961035914;0.477782957947732;0.0755407707570253;-0.0377181966345332;0.1713589626560226
0.0711776607190473;0.6704694601905095;0.1662259437990031;-0.1702107906587842;154.4033566087392;0.3967002932091271;0.5111889798702335;-0.0875587103816026;0.113881394096697
0.013137756722054;0.6209821030549451;0.1654923267744035;0.2026607441258969;71.2509014301144;0.5944271175011122;-0.4962206318630547;0.0266059729801942;0.1133787930731438
